Name,Authors,Price,Image-url,Rating,NumberOfPages,Format,Publication date,Publisher,Publication City/Country,Dimensions,Language,ISBN10,ISBN13
"Python Programming : 2 Books in 1: Data Analysis and Data Science. A Beginners Guide to Master Machine Learning, Coding and Deep Learning with a Step-by-Step Crash Course and Practical Exercises",Tony Hacking,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6161/9798616134448.jpg,,376 pages,"
                                Paperback
                                    | 376 pages

",20 Feb 2020,"


                                        Independently Published

",,"
                                152
                                    x 229
                                    x 20mm
                                
                                    | 503g
                                ","
                                English",,9798616134448
Machine Learning. Tecnicas de Analisis Supervisado : Regresion Dinamica,F Marques,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6346/9798634678535.jpg,,230 pages,"
                                Paperback
                                    | 230 pages

",06 Apr 2020,"


                                        Independently Published

",,"
                                152
                                    x 229
                                    x 13mm
                                
                                    | 340g
                                ","
                                Spanish",,9798634678535
Machine Learning Applications in Non-Conventional Machining Processes,"Goutam Kumar Bose, Pritam Pain",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7998/9781799836254.jpg,,300 pages,"
                                Paperback
                                    | 300 pages

",30 Dec 2020,"


                                        IGI Global

","
                                United States","
                                178
                                    x 254mm
                                ",,1799836258,9781799836254
"Image Processing : Algorithms and Systems, Neural Networks, and Machine Learning","Edward R. Dougherty, Jaakko T. Astola, Karen O. Egiazarian, Nasser M. Nasrabadi, Syed A. Rizvi",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8194/9780819461049.jpg,,544 pages,"
                                Paperback
                                    | 544 pages

",15 Feb 2006,"


                                        SPIE Press

","
                                Bellingham, United States",,"
                                English",0819461040,9780819461049
Summary of The Art of Statistics By David Spiegelhalter - How to Learn from Data,Ctprint,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6094/9798609434876.jpg,,44 pages,"
                                Paperback
                                    | 44 pages

",04 Feb 2020,"


                                        Independently Published

",,"
                                127
                                    x 203
                                    x 3mm
                                
                                    | 59g
                                ","
                                English",,9798609434876
"Machine Learning : 3 Books in 1: Python Programming, Data Science, Computer Networking for Beginners. Master the Mathematics of Machine Learning & Applied Artificial Intelligence (Step-by-Step Guide)",Jason Callaway,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6228/9798622893865.jpg,5,456 pages,"
                                Paperback
                                    | 456 pages

",08 Mar 2020,"


                                        Independently Published

",,"
                                152
                                    x 229
                                    x 23mm
                                
                                    | 603g
                                ","
                                English",,9798622893865
"Pattern Analysis, Statistical Modelling and Computional Learning 2004-2008",Peter J. Bentley,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/9559/9780955930102.jpg,,70 pages,"
                                Paperback
                                    | 70 pages

",01 May 2008,"


                                        Pascal Network of Excellence

","
                                London, United Kingdom","
                                278
                                    x 278mm
                                ",,0955930103,9780955930102
Grundkurs Machine Learning : Aus der Buchreihe »Informatik verstehen«. Ideal zum Selbststudium,Paul Wilmott,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/8362/9783836275989.jpg,,256 pages,"
                                Paperback
                                    | 256 pages

",27 Jul 2020,"


                                        Rheinwerk Verlag GmbH

",,"
                                175
                                    x 228
                                    x 17mm
                                
                                    | 480g
                                ","
                                German",3836275988,9783836275989
Machine Learning. Tecnicas de Analisis Supervisado : Modelos Predictivos Multiecuacionales,F Marques,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6356/9798635699171.jpg,,176 pages,"
                                Paperback
                                    | 176 pages

",09 Apr 2020,"


                                        Independently Published

",,"
                                152
                                    x 229
                                    x 10mm
                                
                                    | 268g
                                ","
                                Spanish",,9798635699171
"Lean Machines, Learning from the Leaders of the Next Industrial Revolution",Richard A. McCormack,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/9722/9780972240703.jpg,3.5,,"
                                Paperback",01 Dec 2002,"


                                        Publishers and Producers

","
                                Annandale, United States",,"
                                English",0972240705,9780972240703
Azure Machine Learning A Complete Guide - 2020 Edition,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8674/9781867408079.jpg,,310 pages,"
                                Paperback
                                    | 310 pages

",19 May 2020,"


                                        5starcooks

",,"
                                152
                                    x 229
                                    x 17mm
                                
                                    | 417g
                                ","
                                English",1867408074,9781867408079
Supervised Learning Techniques in Machine Learning : CLASSIFICATION. Examples with SAS,H Rafter,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6450/9798645094713.jpg,,340 pages,"
                                Paperback
                                    | 340 pages

",11 May 2020,"


                                        Independently Published

",,"
                                152
                                    x 229
                                    x 19mm
                                
                                    | 499g
                                ","
                                English",,9798645094713
"Python : This Book Includes: Machine Learning, Python and Data Science. Learn Computer Programming for Beginners.",Oliver Soranson,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6423/9798642386224.jpg,,538 pages,"
                                Paperback
                                    | 538 pages

",01 May 2020,"


                                        Independently Published

",,"
                                152
                                    x 229
                                    x 28mm
                                
                                    | 712g
                                ","
                                English",,9798642386224
"Machine Learning 2020 : A Fundamental Guide to Learn and Master Artificial Intelligence, Data Science, Data Analytics",Alex Tyie,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6965/9781696577304.jpg,,300 pages,"
                                Paperback
                                    | 300 pages

",30 Sep 2019,"


                                        Independently Published

",,"
                                152
                                    x 229
                                    x 17mm
                                
                                    | 440g
                                ","
                                English",1696577306,9781696577304
Machine Learning for Multimedia Content Analysis,"Yihong Gong, Wei Xu, Werner Sinzig",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3875/9780387517865.jpg,,320 pages,"
                                Paperback
                                    | 320 pages

",17 Jul 2008,"


                                        Springer

","
                                Germany","
                                156
                                    x 234
                                    x 16mm
                                
                                    | 417g
                                ","
                                English, German",0387517863,9780387517865
"Personality, Development and Learning: Statistics Guide",,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3351/9780335132973.jpg,,32 pages,"
                                Paperback
                                    | 32 pages

",01 Dec 1985,"


                                        OPEN UNIVERSITY PRESS

","
                                Milton Keynes, United Kingdom",,,0335132979,9780335132973
Machine Learning And Ai In Network Monitoring A Complete Guide - 2019 Edition,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6558/9780655801627.jpg,,320 pages,"
                                Paperback
                                    | 320 pages

",22 Jun 2019,"


                                        5starcooks

",,"
                                152
                                    x 229
                                    x 17mm
                                
                                    | 431g
                                ","
                                English",0655801626,9780655801627
"Notizbuch : 140 linierte Seiten in diesem Notizheft. Deep Learning, Machine Learning für Informatiker und Computer Scientists",Dream Big Journals,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0759/9781075911347.jpg,,142 pages,"
                                Paperback
                                    | 142 pages

",24 Jun 2019,"


                                        Independently Published

",,"
                                188.98
                                    x 246.13
                                    x 7.62mm
                                
                                    | 267.62g
                                ","
                                German",1075911346,9781075911347
Learning Business Statistics with Microsoft Excel 2000,John L. Neufeld,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1303/9780130308788.jpg,3.25,449 pages,"
                                Paperback
                                    | 449 pages

",16 Aug 2000,"


                                        Pearson Education (US)

","
                                United States","
                                191
                                    x 235
                                    x 17mm
                                
                                    | 733g
                                ","
                                English",0130308781,9780130308788
"Artificial intelligence a modern approach : The application in healthcare, industry and more. The fascinating topic of machine learning and prediction machines. The complexity explained for beginners",Chris Baker,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0824/9781082457265.jpg,3,156 pages,"
                                Paperback
                                    | 156 pages

",24 Jul 2019,"


                                        Independently Published

",,"
                                152
                                    x 229
                                    x 8mm
                                
                                    | 218g
                                ","
                                English",1082457264,9781082457265
Machine Learning Approach for Voicing Detection,Mohammed Abebe Yimer,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9786/2020/9786202013642.jpg,,96 pages,"
                                Paperback
                                    | 96 pages

",11 Sep 2017,"


                                        LAP Lambert Academic Publishing

",,"
                                150
                                    x 220
                                    x 6mm
                                
                                    | 161g
                                ","
                                English",6202013648,9786202013642
"Praxiseinstieg Machine Learning mit Scikit-Learn und TensorFlow : Konzepte, Tools und Techniken für intelligente Systeme","Aurelien Geron, Kristian Rother",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/9600/9783960090618.jpg,4.54,576 pages,"
                                Paperback
                                    | 576 pages

",31 Dec 2017,"


                                        Dpunkt.Verlag GmbH

",,"
                                167
                                    x 243
                                    x 34mm
                                
                                    | 1,062g
                                ","
                                German",3960090617,9783960090618
Tensorflow Machine Learning Complete Self-Assessment Guide,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4891/9781489138866.jpg,,122 pages,"
                                Paperback
                                    | 122 pages

",06 Jan 2018,"


                                        5starcooks

",,"
                                152
                                    x 229
                                    x 7mm
                                
                                    | 172g
                                ","
                                English",1489138862,9781489138866
Large Scale Machine Learning with Python Complete Self-Assessment Guide,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4891/9781489139740.jpg,,122 pages,"
                                Paperback
                                    | 122 pages

",22 Jul 2017,"


                                        5starcooks

",,"
                                152
                                    x 229
                                    x 7mm
                                
                                    | 172g
                                ","
                                English",1489139745,9781489139740
Java Machine Learning Complete Self-Assessment Guide,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4891/9781489148360.jpg,,122 pages,"
                                Paperback
                                    | 122 pages

",05 Jan 2018,"


                                        5starcooks

",,"
                                152
                                    x 229
                                    x 7mm
                                
                                    | 172g
                                ","
                                English",1489148361,9781489148360
Python Machine Learning Complete Self-Assessment Guide,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4891/9781489149190.jpg,,122 pages,"
                                Paperback
                                    | 122 pages

",05 Jan 2018,"


                                        5starcooks

",,"
                                152
                                    x 229
                                    x 7mm
                                
                                    | 172g
                                ","
                                English",1489149198,9781489149190
Machine Learning with SAS Enterprise Miner,C Perez,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9783/9781978377370.jpg,,322 pages,"
                                Paperback
                                    | 322 pages

",17 Oct 2017,"


                                        Createspace Independent Publishing Platform

",,"
                                203
                                    x 254
                                    x 17mm
                                
                                    | 640g
                                ","
                                English",1978377371,9781978377370
Machine Learning in Matlab. Supervised Learning : Classification,G Peck,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9765/9781976500015.jpg,,354 pages,"
                                Paperback
                                    | 354 pages

",18 Sep 2017,"


                                        Createspace Independent Publishing Platform

",,"
                                203
                                    x 254
                                    x 19mm
                                
                                    | 703g
                                ","
                                English",197650001X,9781976500015
"Modern Multivariate Statistical Techniques : Regression, Classification, and Manifold Learning",Alan J. Izenman,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4939/9781493938322.jpg,,733 pages,"
                                Paperback
                                    | 733 pages

",23 Aug 2016,"


                                        Springer-Verlag New York Inc.

","
                                New York, United States","
                                155
                                    x 235
                                    x 35.56mm
                                
                                    | 1,535g
                                ","
                                English",1493938320,9781493938322
"Machine Learning : The Ultimate Guide to Machine Learning (Neural Networks, Random Forests and Decision Trees, Algorithms)",Steve Jacobs,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9790/9781979040976.jpg,,70 pages,"
                                Paperback
                                    | 70 pages

",22 Oct 2017,"


                                        Createspace Independent Publishing Platform

",,"
                                152
                                    x 229
                                    x 4mm
                                
                                    | 104g
                                ","
                                English",1979040974,9781979040976
Markov Models : Definitive Guide to Understanding Unsupervised Machine Learning in Python,Dwayne Steven,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9746/9781974600243.jpg,5,60 pages,"
                                Paperback
                                    | 60 pages

",15 Aug 2017,"


                                        Createspace Independent Publishing Platform

",,"
                                152
                                    x 229
                                    x 3mm
                                
                                    | 95g
                                ","
                                English",1974600246,9781974600243
Automated Machine Learning for Business,Kai R. Larsen,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1348/9780134848440.jpg,,350 pages,"
                                Paperback
                                    | 350 pages

",28 Apr 2018,"


                                        Pearson Education (US)

","
                                New Jersey, United States","
                                178
                                    x 232mm
                                ","
                                English",0134848446,9780134848440
Data Analytics : Data Analytics and Agile Project Management and Machine Learning and Hacking,Robert Keane,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9816/9781981625390.jpg,,326 pages,"
                                Paperback
                                    | 326 pages

",11 Dec 2017,"


                                        Amazon Digital Services LLC - Kdp Print Us

",,"
                                152.4
                                    x 228.6
                                    x 17.27mm
                                
                                    | 435.45g
                                ","
                                English",1981625399,9781981625390
Learning in Graphical Models,Michael I. Jordan,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2626/9780262600323.jpg,3.71,644 pages,"
                                Paperback
                                    | 644 pages

",20 Jan 1999,"


                                        MIT Press Ltd

","
                                Massachusetts, United States","
                                178
                                    x 254
                                    x 32mm
                                
                                    | 1,093g
                                ","
                                English",0262600323,9780262600323
Machine Learning Principles and Techniques,Richard Sandes Forsyth,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4123/9780412305801.jpg,3,256 pages,"
                                Paperback
                                    | 256 pages

",01 Jun 1989,"


                                        CHAPMAN & HALL

","
                                United Kingdom","
                                156
                                    x 234mm
                                
                                    | 360g
                                ","
                                English",0412305801,9780412305801
"Machine Learning : The Ultimate Beginner's Guide to Learn Machine Learning, Artificial Intelligence & Neural Networks Step by step",Ryan Turner,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6975/9781697522570.jpg,3.86,174 pages,"
                                Paperback
                                    | 174 pages

",26 Oct 2019,"


                                        Independently Published

",,"
                                133
                                    x 203
                                    x 9mm
                                
                                    | 186g
                                ","
                                English",1697522572,9781697522570
Introduction to Machine Learning With Python : A Plain English Introduction to Machine Learning with Python for Absolute Beginners,Deborah Oliver,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7046/9781704654409.jpg,,108 pages,"
                                Paperback
                                    | 108 pages

",02 Nov 2019,"


                                        Independently Published

",,"
                                152
                                    x 229
                                    x 6mm
                                
                                    | 154g
                                ","
                                English",1704654408,9781704654409
Money Machine : Turn your computer in a money maker. Learn how grow your income fast through a multiple online activities,Alex Narrow,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0891/9781089126287.jpg,,238 pages,"
                                Paperback
                                    | 238 pages

",07 Aug 2019,"


                                        Independently Published

",,"
                                127
                                    x 203
                                    x 14mm
                                
                                    | 263g
                                ",,108912628X,9781089126287
"Money Machine : Turn your computer into a money maker. Learn how to grow your income fast through multiple online activities. (Affiliate Marketing - Real Estate - Personal Branding - Dropshipping- E- Commerce, Blogging - Cryptocurrency)",Alex Narrow,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0895/9781089541134.jpg,,238 pages,"
                                Paperback
                                    | 238 pages

",10 Aug 2019,"


                                        Independently Published

",,"
                                127
                                    x 202.95
                                    x 13.72mm
                                
                                    | 263.08g
                                ","
                                English",1089541139,9781089541134
Machine Learning With Python,Ajit Singh,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0974/9781097417117.jpg,,154 pages,"
                                Paperback
                                    | 154 pages

",08 May 2019,"


                                        Independently Published

",,"
                                152
                                    x 229
                                    x 9mm
                                
                                    | 236g
                                ","
                                English",1097417115,9781097417117
Machine Learning For Beginners,Daiki Naru,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0974/9781097478378.jpg,,66 pages,"
                                Paperback
                                    | 66 pages

",08 May 2019,"


                                        Independently Published

",,"
                                152
                                    x 229
                                    x 4mm
                                
                                    | 100g
                                ","
                                English",1097478378,9781097478378
Learning Business Statistics with Microsoft Excel 2000,John L. Neufeld,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1303/9780130308788.jpg,3.25,449 pages,"
                                Paperback
                                    | 449 pages

",16 Aug 2000,"


                                        Pearson Education (US)

","
                                United States","
                                191
                                    x 235
                                    x 17mm
                                
                                    | 733g
                                ","
                                English",0130308781,9780130308788
Go Ahead Ask Me About Machine Learning : Notebook / Journal - College Ruled / Lined - for Machine Learning Lovers,Wholesome Journals,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0976/9781097671175.jpg,,122 pages,"
                                Paperback
                                    | 122 pages

",10 May 2019,"


                                        Independently Published

",,"
                                152
                                    x 229
                                    x 7mm
                                
                                    | 172g
                                ","
                                English",1097671178,9781097671175
Machine Learning in Business : An Introduction to the World of Data Science,John C Hull,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0799/9781079988253.jpg,3.75,210 pages,"
                                Paperback
                                    | 210 pages

",11 Jul 2019,"


                                        Independently Published

",,"
                                152
                                    x 229
                                    x 11mm
                                
                                    | 286g
                                ","
                                English",1079988254,9781079988253
Statistical Process Control For Quality Improvement : A Training Guide To Learning SPC,James Evans,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1355/9780135589908.jpg,,204 pages,"
                                Paperback
                                    | 204 pages

",08 Apr 1991,"


                                        Pearson Education (US)

","
                                Upper Saddle River, United States","
                                185
                                    x 243
                                    x 20mm
                                
                                    | 600g
                                ","
                                English",0135589908,9780135589908
Machine Learning Using C Sharp for Techies,Tom Pearson,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5454/9781545460955.jpg,,148 pages,"
                                Paperback
                                    | 148 pages

",19 Apr 2017,"


                                        Createspace Independent Publishing Platform

",,"
                                152
                                    x 229
                                    x 8mm
                                
                                    | 209g
                                ","
                                English",1545460957,9781545460955
Machine Learning Using C Sharp : For Starters,Peter Lawson,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5453/9781545364819.jpg,,148 pages,"
                                Paperback
                                    | 148 pages

",16 Apr 2017,"


                                        Createspace Independent Publishing Platform

","
                                United States","
                                152
                                    x 229
                                    x 8mm
                                
                                    | 209g
                                ","
                                English",1545364818,9781545364819
Tensorflow Machine Learning Complete Self-Assessment Guide,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4891/9781489138866.jpg,,122 pages,"
                                Paperback
                                    | 122 pages

",06 Jan 2018,"


                                        5starcooks

",,"
                                152
                                    x 229
                                    x 7mm
                                
                                    | 172g
                                ","
                                English",1489138862,9781489138866
Large Scale Machine Learning with Python Complete Self-Assessment Guide,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4891/9781489139740.jpg,,122 pages,"
                                Paperback
                                    | 122 pages

",22 Jul 2017,"


                                        5starcooks

",,"
                                152
                                    x 229
                                    x 7mm
                                
                                    | 172g
                                ","
                                English",1489139745,9781489139740
Java Machine Learning Complete Self-Assessment Guide,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4891/9781489148360.jpg,,122 pages,"
                                Paperback
                                    | 122 pages

",05 Jan 2018,"


                                        5starcooks

",,"
                                152
                                    x 229
                                    x 7mm
                                
                                    | 172g
                                ","
                                English",1489148361,9781489148360
Python Machine Learning Complete Self-Assessment Guide,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4891/9781489149190.jpg,,122 pages,"
                                Paperback
                                    | 122 pages

",05 Jan 2018,"


                                        5starcooks

",,"
                                152
                                    x 229
                                    x 7mm
                                
                                    | 172g
                                ","
                                English",1489149198,9781489149190
Markov Models : Definitive Guide to Understanding Unsupervised Machine Learning in Python,Dwayne Steven,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9746/9781974600243.jpg,5,60 pages,"
                                Paperback
                                    | 60 pages

",15 Aug 2017,"


                                        Createspace Independent Publishing Platform

",,"
                                152
                                    x 229
                                    x 3mm
                                
                                    | 95g
                                ","
                                English",1974600246,9781974600243
Machine Learning Approach for Voicing Detection,Mohammed Abebe Yimer,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9786/2020/9786202013642.jpg,,96 pages,"
                                Paperback
                                    | 96 pages

",11 Sep 2017,"


                                        LAP Lambert Academic Publishing

",,"
                                150
                                    x 220
                                    x 6mm
                                
                                    | 161g
                                ","
                                English",6202013648,9786202013642
"Modern Multivariate Statistical Techniques : Regression, Classification, and Manifold Learning",Alan J. Izenman,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4939/9781493938322.jpg,,733 pages,"
                                Paperback
                                    | 733 pages

",23 Aug 2016,"


                                        Springer-Verlag New York Inc.

","
                                New York, United States","
                                155
                                    x 235
                                    x 35.56mm
                                
                                    | 1,535g
                                ","
                                English",1493938320,9781493938322
"Praxiseinstieg Machine Learning mit Scikit-Learn und TensorFlow : Konzepte, Tools und Techniken für intelligente Systeme","Aurelien Geron, Kristian Rother",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/9600/9783960090618.jpg,4.54,576 pages,"
                                Paperback
                                    | 576 pages

",31 Dec 2017,"


                                        Dpunkt.Verlag GmbH

",,"
                                167
                                    x 243
                                    x 34mm
                                
                                    | 1,062g
                                ","
                                German",3960090617,9783960090618
Machine Learning in Matlab. Supervised Learning : Classification,G Peck,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9765/9781976500015.jpg,,354 pages,"
                                Paperback
                                    | 354 pages

",18 Sep 2017,"


                                        Createspace Independent Publishing Platform

",,"
                                203
                                    x 254
                                    x 19mm
                                
                                    | 703g
                                ","
                                English",197650001X,9781976500015
Automated Machine Learning for Business,Kai R. Larsen,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1348/9780134848440.jpg,,350 pages,"
                                Paperback
                                    | 350 pages

",28 Apr 2018,"


                                        Pearson Education (US)

","
                                New Jersey, United States","
                                178
                                    x 232mm
                                ","
                                English",0134848446,9780134848440
"Machine Learning 2020 : A Fundamental Guide to Learn and Master Artificial Intelligence, Data Science, Data Analytics",Alex Tyie,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6965/9781696577304.jpg,,300 pages,"
                                Paperback
                                    | 300 pages

",30 Sep 2019,"


                                        Independently Published

",,"
                                152
                                    x 229
                                    x 17mm
                                
                                    | 440g
                                ","
                                English",1696577306,9781696577304
Machine Learning Principles and Techniques,Richard Sandes Forsyth,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4123/9780412305801.jpg,3,256 pages,"
                                Paperback
                                    | 256 pages

",01 Jun 1989,"


                                        CHAPMAN & HALL

","
                                United Kingdom","
                                156
                                    x 234mm
                                
                                    | 360g
                                ","
                                English",0412305801,9780412305801
"Machine Learning : The Ultimate Beginner's Guide to Learn Machine Learning, Artificial Intelligence & Neural Networks Step by step",Ryan Turner,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6975/9781697522570.jpg,3.86,174 pages,"
                                Paperback
                                    | 174 pages

",26 Oct 2019,"


                                        Independently Published

",,"
                                133
                                    x 203
                                    x 9mm
                                
                                    | 186g
                                ","
                                English",1697522572,9781697522570
Introduction to Machine Learning With Python : A Plain English Introduction to Machine Learning with Python for Absolute Beginners,Deborah Oliver,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7046/9781704654409.jpg,,108 pages,"
                                Paperback
                                    | 108 pages

",02 Nov 2019,"


                                        Independently Published

",,"
                                152
                                    x 229
                                    x 6mm
                                
                                    | 154g
                                ","
                                English",1704654408,9781704654409
Machina Student Learning Guide: 300-day Subscription,Douglas Quinney,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4712/9780471271956.jpg,,6 pages,"
                                Paperback
                                    | 6 pages

",12 Aug 2002,"


                                        John Wiley and Sons Ltd

","
                                New York, United States","
                                189
                                    x 229.1
                                    x 1.3mm
                                
                                    | 63.5g
                                ","
                                English",0471271950,9780471271956
"Measurement, Statistics and Computation","David McCormick, Alan Roach",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4719/9780471913672.jpg,,780 pages,"
                                Paperback
                                    | 780 pages

",01 Mar 1988,"


                                        John Wiley and Sons Ltd

","
                                Chichester, United Kingdom","
                                140
                                    x 220
                                    x 44.45mm
                                
                                    | 1,060g
                                ","
                                English",0471913677,9780471913672
Machine Learning for Multimedia Content Analysis,"Yihong Gong, Wei Xu, Werner Sinzig",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3875/9780387517865.jpg,,320 pages,"
                                Paperback
                                    | 320 pages

",17 Jul 2008,"


                                        Springer

","
                                Germany","
                                156
                                    x 234
                                    x 16mm
                                
                                    | 417g
                                ","
                                English, German",0387517863,9780387517865
Computer Programming for Beginners : 2 Books in 1: Machine Learning for Beginners + Python for Beginners,Jason Knox,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6519/9781651970638.jpg,,330 pages,"
                                Paperback
                                    | 330 pages

",03 Jan 2020,"


                                        Independently Published

",,"
                                152
                                    x 229
                                    x 19mm
                                
                                    | 485g
                                ",,1651970637,9781651970638
"Machine Learning : 3 Books in 1: Python Programming, Data Science, Computer Networking for Beginners. Master the Mathematics of Machine Learning & Applied Artificial Intelligence (Step-by-Step Guide)",Jason Callaway,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6228/9798622893865.jpg,5,456 pages,"
                                Paperback
                                    | 456 pages

",08 Mar 2020,"


                                        Independently Published

",,"
                                152
                                    x 229
                                    x 23mm
                                
                                    | 603g
                                ","
                                English",,9798622893865
Supervised Learning Techniques in Machine Learning : CLASSIFICATION. Examples with SAS,H Rafter,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6450/9798645094713.jpg,,340 pages,"
                                Paperback
                                    | 340 pages

",11 May 2020,"


                                        Independently Published

",,"
                                152
                                    x 229
                                    x 19mm
                                
                                    | 499g
                                ","
                                English",,9798645094713
